adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000860413-23-000014	860413	FIRST INTERSTATE BANCSYSTEM INC	6022	US	MT	BILLINGS	59116-0918	P O BOX 30918	401 NO 31ST STREET	4062555300	US	MT	BILLINGS	59116-0918	P O BOX 30918	401 NO 31ST STREET	US	MT	810331430	FIRST INTERSTATE BANCSYSTEM OF MONTANA INC	19930615	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:14:00.0	0	0	fibk-20230126_htm.xml	1	
0000860748-23-000007	860748	KEMPER CORP	6331	US	IL	CHICAGO	60601	200 E. RANDOLPH ST.	SUITE 3300	3126614600	US	IL	CHICAGO	60601	200 E. RANDOLPH ST.	SUITE 3300	US	DE	954255452	UNITRIN INC	19930328	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:51:00.0	0	0	kmpr-20230126_htm.xml	1	
0000868671-23-000005	868671	GLACIER BANCORP, INC.	6022	US	MT	KALISPELL	59901	49 COMMONS LOOP		406-751-7708	US	MT	KALISPELL	59901	49 COMMONS LOOP		US	MT	810519541	GLACIER BANCORP INC	19930328	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:40:00.0	0	0	gbci-20230126_htm.xml	1	
0000886158-23-000026	886158	BED BATH & BEYOND INC	5700	US	NJ	UNION	07083	650 LIBERTY AVENUE		908-688-0888	US	NJ	UNION	07083	650 LIBERTY AVENUE		US	NY	112250488			1-LAF	0	0228	10-Q	20221130	2022	Q3	20230126	2023-01-26 14:30:00.0	0	1	bbby-20221126_htm.xml	1	
0000886158-23-000028	886158	BED BATH & BEYOND INC	5700	US	NJ	UNION	07083	650 LIBERTY AVENUE		908-688-0888	US	NJ	UNION	07083	650 LIBERTY AVENUE		US	NY	112250488			1-LAF	0	0228	8-K	20230131			20230126	2023-01-26 16:36:00.0	1	0	bbby-20230124_htm.xml	1	
0000894671-23-000007	894671	OHIO VALLEY BANC CORP	6022	US	OH	GALLIPOLIS	45631	420 THIRD AVE		7404462631	US	OH	GALLIPOLIS	45631	420 THIRD AVENUE	PO BOX 240	US	OH	311359191			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 17:01:00.0	0	0	sec8kearngsrels123122_htm.xml	1	
0000895419-23-000013	895419	WOLFSPEED, INC.	3674	US	NC	DURHAM	27703	4600 SILICON DR		9194075300	US	NC	DURHAM	27703-8475	4600 SILICON DR		US	NC	561572719	CREE, INC.	20190808	1-LAF	0	0630	10-Q	20221231	2023	Q2	20230126	2023-01-26 16:05:00.0	0	1	wolf-20221225_htm.xml	1	
0000897101-23-000047	806279	CODORUS VALLEY BANCORP INC	6035	US	PA	YORK	17403	CODORUS VALLEY CORPORATE CENTER	105 LEADER HEIGHTS ROAD	717-846-1970	US	PA	YORK	17405	PO BOX 2887	105 LEADER HEIGHTS ROAD	US	PA	232428543			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:31:00.0	0	0	codorus230095_8k_htm.xml	1	
0000915389-23-000005	915389	EASTMAN CHEMICAL CO	2821	US	TN	KINGSPORT	37660	PO BOX 511	200 SOUTH WILCOX DRIVE	4232292000	US	TN	KINGSPORT	37662	P O BOX 511 B-54D		US	DE	621539359			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:18:00.0	0	0	emn-20230126_htm.xml	1	
0000915913-23-000025	915913	ALBEMARLE CORP	2821	US	NC	CHARLOTTE	28209	4250 CONGRESS STREET	SUITE 900	980-299-5700	US	NC	CHARLOTTE	28209	4250 CONGRESS STREET	SUITE 900	US	VA	541692118	ECHEM INC	19931208	1-LAF	1	1231	10-K/A	20211231	2021	FY	20230126	2023-01-26 16:29:00.0	0	0	alb-20211231_htm.xml	1	
0000916365-23-000006	916365	TRACTOR SUPPLY CO /DE/	5200	US	TN	BRENTWOOD	37027	5401 VIRGINIA WAY		6154404600	US	TN	BRENTWOOD	37027	5401 VIRGINIA WAY		US	DE	133139732			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:18:00.0	0	0	tsco-20230126_htm.xml	1	
0000916540-23-000002	916540	DARLING INGREDIENTS INC.	2070	US	TX	IRVING	75038	5601 N MACARTHUR BLVD		9727170300	US	TX	IRVING	75038	5601 N MACARTHUR BLVD		US	DE	362495346	DARLING INTERNATIONAL INC	19931223	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:40:00.0	0	0	dar-20230124_htm.xml	1	
0000927089-23-000004	1500375	HOME FEDERAL BANCORP, INC. OF LOUISIANA	6035	US	LA	SHREVEPORT	71101	624 MARKET STREET		(318) 222-1145	US	LA	SHREVEPORT	71101	624 MARKET STREET		US	LA	000000000			4-NON	0	0630	8-K	20230131			20230126	2023-01-26 16:41:00.0	0	0	hfbil20230125_8k_htm.xml	1	
0000928054-23-000016	928054	FLOTEK INDUSTRIES INC/CN/	2890	US	TX	HOUSTON	77064	8846 N. SAM HOUSTON PARKWAY W.		7138499911	US	TX	HOUSTON	77064	8846 N. SAM HOUSTON PARKWAY W.		US	DE	900023731			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 07:05:00.0	1	0	usgaap-20230126_htm.xml	1	
0000936468-23-000009	936468	LOCKHEED MARTIN CORP	3760	US	MD	BETHESDA	20817	6801 ROCKLEDGE DR		3018976000	US	MD	BETHESDA	20817	6801 ROCKLEDGE DRIVE		US	MD	521893632			1-LAF	1	1231	10-K	20221231	2022	FY	20230126	2023-01-26 16:30:00.0	0	1	lmt-20221231_htm.xml	1	
0000936528-23-000043	936528	WASHINGTON FEDERAL INC	6021	US	WA	SEATTLE	98101	425 PIKE STREET		2066247930	US	WA	SEATTLE	98101	425 PIKE ST		US	WA	911661606			1-LAF	0	0930	8-K	20230131			20230126	2023-01-26 17:25:00.0	0	0	wfsl-20230126_htm.xml	1	
0000939057-23-000010	1401564	FIRST FINANCIAL NORTHWEST, INC.	6022	US	WA	RENTON	98057	201 WELLS AVENUE SOUTH		(425) 255-4400	US	WA	RENTON	98057	201 WELLS AVENUE SOUTH				260610707			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 12:34:00.0	0	0	ffnw8k12623_htm.xml	1	
0000939930-23-000021	939930	PYXUS INTERNATIONAL, INC.	5150	US	NC	MORRISVILLE	27560-8413	8001 AERIAL CENTER PARKWAY		9193794300	US	NC	MORRISVILLE	27560-8413	8001 AERIAL CENTER PARKWAY		US	VA	541746567	ALLIANCE ONE INTERNATIONAL, INC.	20050516	4-NON	0	0331	8-K	20230131			20230126	2023-01-26 16:44:00.0	0	0	pyx-20230125_htm.xml	1	
0000943374-23-000047	1108134	BERKSHIRE HILLS BANCORP INC	6036	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	617-641-9206	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	US	DE	043510455			1-LAF	0	1231	8-K/A	20230131			20230126	2023-01-26 11:50:00.0	0	0	form8k-a_012523_htm.xml	1	
0000943374-23-000049	1943802	FIRST SEACOAST BANCORP, INC.	6035	US	NH	DOVER	03820	633 CENTRAL AVENUE		603-742-4680	US	NH	DOVER	03820	633 CENTRAL AVENUE		US	MD	000000000				0	1231	8-K	20230131			20230126	2023-01-26 16:32:00.0	0	0	form8k_012623_htm.xml	1	
0000950159-23-000009	1295401	BANCORP, INC.	6021	US	DE	WILMINGTON	19809	409 SILVERSIDE ROAD		302-385-5000	US	DE	WILMINGTON	19809	409 SILVERSIDE ROAD		US	DE	233016517			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:08:00.0	0	0	bancorp8k_htm.xml	1	
0000950170-23-001189	75677	PACKAGING CORP OF AMERICA	2650	US	IL	LAKE FOREST	60045	1955 W FIELD CT		8474823000	US	IL	LAKE FOREST	60045	1955 W FIELD CT				364277050			1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 17:56:00.0	0	0	pkg-20230125_htm.xml	1	
0000950170-23-001193	1057060	MARINEMAX INC	5531	US	FL	CLEARWATER	33759	2600 MCCORMICK DRIVE	SUITE200	8135318150	US	FL	CLEARWATER	33759	2600 MCCORMICK DRIVE	SUITE200	US	DE	593496957			1-LAF	0	0930	8-K	20230131			20230126	2023-01-26 08:15:00.0	0	0	hzo-20230126_htm.xml	1	
0000950170-23-001197	750577	HANCOCK WHITNEY CORP	6022	US	MS	GULFPORT	39501	ONE HANCOCK WHITNEY PLAZA	P O BOX 4019	5042995208	US	MS	GULFPORT	39501	ONE HANCOCK WHITNEY PLAZA	P O BOX 4019	US	MS	640693170	HANCOCK HOLDING CO	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:21:00.0	0	0	hwc-20230126_htm.xml	1	
0000950170-23-001201	880641	EAGLE FINANCIAL SERVICES INC	6022	US	VA	BERRYVILLE	22611	2 E MAIN ST		540-955-2510	US	VA	BERRYVILLE	22611	PO BOX 391		US	VA	541601306			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 10:03:00.0	0	0	efsi-20230125_htm.xml	1	
0000950170-23-001204	1330399	FEDERAL HOME LOAN BANK OF PITTSBURGH	6111	US	PA	PITTSBURGH	15219	601 GRANT STREET		412-288-3400	US	PA	PITTSBURGH	15219	601 GRANT STREET		US	PA	000000000			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 10:16:00.0	0	0	ck0001330399-20230123_htm.xml	1	
0000950170-23-001216	1007273	BANK OF SOUTH CAROLINA CORP	6022	US	SC	CHARLESTON	29402	256 MEETING ST	P O BOX 538	803 724 1500	US	SC	CHARLESTON	29402	256 MEETING STREET		US	SC	571021355			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 14:01:00.0	0	0	bksc-20230126_htm.xml	1	
0000950170-23-001217	78749	AGILYSYS INC	7373	US	GA	ALPHARETTA	30005	1000 WINDWARD CONCOURSE	SUITE 250	7708107800	US	GA	ALPHARETTA	30005	1000 WINDWARD CONCOURSE	SUITE 250	US	DE	340907152	PIONEER STANDARD ELECTRONICS INC	19920703	1-LAF	0	0331	10-Q	20221231	2022	Q3	20230126	2023-01-26 14:43:00.0	0	1	agys-20221231_htm.xml	1	
0000950170-23-001225	1365135	WESTERN UNION CO	7389	US	CO	DENVER	80237	7001 EAST BELLEVIEW AVENUE		(866) 405-5012	US	CO	DENVER	80237	7001 EAST BELLEVIEW AVENUE		US	DE	204531180			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:06:00.0	0	0	wu-20230120_htm.xml	1	
0000950170-23-001227	1702750	BYLINE BANCORP, INC.	6022							773-244-7000	US	IL	CHICAGO	60601	180 NORTH LASALLE STREET, SUITE 300				363012593			2-ACC	0		8-K	20230131			20230126	2023-01-26 16:15:00.0	0	0	by-20230126_htm.xml	1	
0000950170-23-001229	1401395	NEPTUNE WELLNESS SOLUTIONS INC.	2834	CA	QC	LAVAL	H7T 0A3	545 PROMENADE DU CENTROPOLIS	SUITE 100	(450) 687-2262	CA	QC	LAVAL	H7T 0A3	545 PROMENADE DU CENTROPOLIS	SUITE 100	CA	QC	000000000	NEPTUNE TECHNOLOGIES & BIORESSOURCES INC.	20070530	4-NON	0	0331	8-K	20230131			20230126	2023-01-26 16:22:00.0	0	0	nept-20230123_htm.xml	1	
0000950170-23-001233	880417	CSB BANCORP INC /OH	6022	US	OH	MILLERSBURG	44654	91 NORTH CLAY ST		3306749015	US	OH	MILLERSBURG	44654	91 NORTH CLAY ST		US	OH	341687530			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:31:00.0	0	0	csbb-20230126_htm.xml	1	
0000950170-23-001234	1598428	TIMKENSTEEL CORP	3312	US	OH	CANTON	44706-0928	1835 DUEBER AVENUE SW		330-471-7000	US	OH	CANTON	44706-0928	1835 DUEBER AVENUE SW		US	OH	464024951			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 16:31:00.0	0	0	tmst-20230123_htm.xml	1	
0000950170-23-001235	1059142	GREYSTONE HOUSING IMPACT INVESTORS LP	6199	US	NE	OMAHA	68154	14301 FNB PARKWAY	SUITE 211	(402) 952-1235	US	NE	OMAHA	68154	14301 FNB PARKWAY	SUITE 211	US	DE	470810385	AMERICA FIRST MULTIFAMILY INVESTORS, L.P.	20131113	4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:31:00.0	0	0	ghi-20230126_htm.xml	1	
0000950170-23-001236	1733257	FINCH THERAPEUTICS GROUP, INC.	2836	US	MA	SOMERVILLE	02143	200 INNER BELT ROAD		617-229-6499	US	MA	SOMERVILLE	02143	200 INNER BELT ROAD		US	DE	823433558			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:32:00.0	0	0	fnch-20230125_htm.xml	1	
0000950170-23-001237	811596	KAISER ALUMINUM CORP	3350	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		949-614-1740	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		US	DE	943030279	KAISERTECH LTD	19901122	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:32:00.0	0	0	kalu-20230126_htm.xml	1	
0000950170-23-001238	1781730	THIRD COAST BANCSHARES, INC.	6036	US	TX	HUMBLE	77338	20202 HIGHWAY 59 NORTH	SUITE 190	2814467000	US	TX	HUMBLE	77338	20202 HIGHWAY 59 NORTH	SUITE 190	US	TX	462135597			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:34:00.0	0	0	tcbx-20230126_htm.xml	1	
0000950170-23-001239	106535	WEYERHAEUSER CO	6798	US	WA	SEATTLE	98104	220 OCCIDENTAL AVENUE SOUTH		206-539-3000	US	WA	SEATTLE	98104	220 OCCIDENTAL AVENUE SOUTH		US	WA	910470860			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:35:00.0	0	0	wy-20230126_htm.xml	1	
0000950170-23-001242	918646	EAGLE MATERIALS INC	3241	US	TX	DALLAS	75225	5960 BERKSHIRE LANE	SUITE 900	214-432-2000	US	TX	DALLAS	75225	5960 BERKSHIRE LANE	SUITE 900	US	DE	752520779	CENTEX CONSTRUCTION PRODUCTS INC	19940204	1-LAF	0	0331	10-Q	20221231	2023	Q3	20230126	2023-01-26 16:43:00.0	0	1	exp-20221231_htm.xml	1	
0000950170-23-001245	1050743	PEAPACK GLADSTONE FINANCIAL CORP	6029	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		9082340700	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		US	NJ	223537895			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 16:50:00.0	0	0	pgc-20230126_htm.xml	1	
0000950170-23-001247	1050743	PEAPACK GLADSTONE FINANCIAL CORP	6029	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		9082340700	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		US	NJ	223537895			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 16:55:00.0	0	0	pgc-20230126_htm.xml	1	
0000950170-23-001250	351569	AMERIS BANCORP	6022	US	GA	ATLANTA	30305	3490 PIEDMONT RD	SUITE 1550	4046396500	US	GA	ATLANTA	30305	3490 PIEDMONT RD	SUITE 1550	US	GA	581456434	ABC BANCORP	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 17:22:00.0	0	0	abcb-20230126_htm.xml	1	
0000950170-23-001251	1325670	PRIMIS FINANCIAL CORP.	6022	US	VA	MCLEAN	22101	6830 OLD DOMINION DRIVE		(703) 893-7400	US	VA	MCLEAN	22101	6830 OLD DOMINION DRIVE		US	VA	201417448	SOUTHERN NATIONAL BANCORP OF VIRGINIA INC	20050502	2-ACC	0	1231	8-K	20221231			20230126	2023-01-26 17:28:00.0	0	0	frst-20230112_htm.xml	1	
0001003078-23-000011	1003078	MSC INDUSTRIAL DIRECT CO INC	5084	US	NY	MELVILLE	11747	515 BROADHOLLOW ROAD		516-812-2000	US	NY	MELVILLE	11747	515 BROADHOLLOW ROAD		US	NY	113289165			1-LAF	0	0831	8-K	20230131			20230126	2023-01-26 17:23:00.0	0	0	msm-20230125x8k_htm.xml	1	
0001005229-23-000013	1005229	COLUMBUS MCKINNON CORP	3531	US	NY	GETZVILLE	14068	205 CROSSPOINT PARKWAY		7166895400	US	NY	GETZVILLE	14068	205 CROSSPOINT PARKWAY		US	NY	160547600			1-LAF	0	0331	8-K	20230131			20230126	2023-01-26 16:23:00.0	0	0	cmco-20230121_htm.xml	1	
0001018399-23-000009	1018399	ENTERPRISE BANCORP INC /MA/	6022	US	MA	LOWELL	01852	222 MERRIMACK ST		9784599000	US	MA	LOWELL	01852	222 MERRIMACK ST		US	MA	000000000			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 17:21:00.0	0	0	ebtc-20230126_htm.xml	1	
0001024478-23-000008	1024478	ROCKWELL AUTOMATION, INC	3829	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		414-382-2000	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		US	DE	251797617	ROCKWELL AUTOMATION INC	20061109	1-LAF	0	0930	8-K	20230131			20230126	2023-01-26 07:06:00.0	0	0	rok-20230126_htm.xml	1	
0001024478-23-000010	1024478	ROCKWELL AUTOMATION, INC	3829	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		414-382-2000	US	WI	MILWAUKEE	53204	1201 SOUTH 2ND STREET		US	DE	251797617	ROCKWELL AUTOMATION INC	20061109	1-LAF	0	0930	10-Q	20221231	2023	Q1	20230126	2023-01-26 10:56:00.0	0	1	rok-20221231_htm.xml	1	
0001028918-23-000002	1028918	PACIFIC PREMIER BANCORP INC	6022	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	949-864-8000	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	US	DE	330743196			1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 21:32:00.0	0	0	ppbi-20230126_htm.xml	1	
0001030469-23-000003	1030469	OFG BANCORP	6022	PR		SAN JUAN	00918	254 MU?OZ RIVERA AVENUE		7877716800	PR		SAN JUAN	00918	254 MU?OZ RIVERA AVENUE		PR		660538893	ORIENTAL FINANCIAL GROUP INC	19970110	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:46:00.0	0	0	ofg-20230126_htm.xml	1	
0001032975-23-000007	1032975	LOGITECH INTERNATIONAL S.A.	3577	US	CA	NEWARK	94560	7700 GATEWAY BOULEVARD	C/O LOGITECH INC	5107958500	US	CA	NEWARK	94560	7700 GATEWAY BOULEVARD				000000000	LOGITECH INTERNATIONAL SA	19970214	1-LAF	0	0331	10-Q	20221231	2023	Q3	20230126	2023-01-26 16:26:00.0	0	1	logi-20221231_htm.xml	1	
0001035002-23-000010	1035002	VALERO ENERGY CORP/TX	2911	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		2103454524	US	TX	SAN ANTONIO	78269-6000	P.O. BOX 696000		US	DE	741828067			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:20:00.0	0	0	vlo-20230126_htm.xml	1	
0001038357-23-000013	1038357	PIONEER NATURAL RESOURCES CO	1311	US	TX	IRVING	75038	777 HIDDEN RIDGE		9724449001	US	TX	IRVING	75038	777 HIDDEN RIDGE		US	DE	752702753			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 17:21:00.0	0	0	pxd-20230126_htm.xml	1	
0001040971-23-000004	1040971	SL GREEN REALTY CORP	6798	US	NY	NEW YORK	10017	ONE VANDERBILT AVENUE		2125942700	US	NY	NEW YORK	10017	ONE VANDERBILT AVENUE		US	MD	133956775			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 13:45:00.0	0	0	slg-20230125_htm.xml	1	
0001065280-23-000035	1065280	NETFLIX INC	7841	US	CA	LOS GATOS	95032	121 ALBRIGHT WAY		408-540-3700	US	CA	LOS GATOS	95032-7606	121 ALBRIGHT WAY		US	DE	770467272	NETFLIX COM INC	20000229	1-LAF	1	1231	10-K	20221231	2022	FY	20230126	2023-01-26 16:04:00.0	0	1	nflx-20221231_htm.xml	1	
0001069157-23-000011	1069157	EAST WEST BANCORP INC	6022	US	CA	PASADENA	91101	135 N. LOS ROBLES AVE. 7TH FLOOR		6267686000	US	CA	PASADENA	91101	EAST WEST BANCORP INC	135 N. LOS ROBLES AVE. 7TH FLOOR			954703316			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:45:00.0	0	0	ewbc-20230126_htm.xml	1	
0001070412-23-000006	1070412	CNX RESOURCES CORP	1311	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	724-485-4000	US	PA	CANONSBURG	15317	CNX CENTER	1000 CONSOL ENERGY DRIVE	US	DE	510337383	CONSOL ENERGY INC	20090303	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:53:00.0	0	0	cnx-20230126_htm.xml	1	
0001074902-23-000036	1074902	LCNB CORP	6021	US	OH	LEBANON	45036	2 NORTH BROADWAY	PO BOX 59	5139321414	US	OH	LEBANON	45036	2 NORTH BROADWAY	PO BOX 59	US	OH	311626393			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:33:00.0	0	0	lcnb-20230126_htm.xml	1	
0001079973-23-000122	1602078	NEMAURA MEDICAL INC.	3841	US	NY	MANHATTAN	10019	57 WEST 57TH STREET		44-1509-222-912	US	NY	MANHATTAN	10019	57 WEST 57TH STREET				465027260			4-NON	0	0331	8-K	20230131			20230126	2023-01-26 08:02:00.0	1	0	nmra_8k_htm.xml	1	
0001079973-23-000131	1031093	SILVER BULL RESOURCES, INC.	1000	CA	BC	VANCOUVER	V7Y 1K4	777 DUNSMUIR STREET, SUITE 1610		604-687-5800	CA	BC	VANCOUVER	V7Y 1K4	777 DUNSMUIR STREET, SUITE 1610		US	NV	911766677	METALLINE MINING CO	19991013	4-NON	0	1031	10-K	20221031	2022	FY	20230126	2023-01-26 17:21:00.0	0	1	svbl-20221031_htm.xml	1	
0001094285-23-000008	1094285	TELEDYNE TECHNOLOGIES INC	3812	US	CA	THOUSAND OAKS	91360	1049 CAMINO DOS RIOS		805-373-4545	US	CA	THOUSAND OAKS	91360	1049 CAMINO DOS RIOS		US	DE	251843385			1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 17:46:00.0	0	0	tdy-20230124_htm.xml	1	
0001101215-23-000008	1101215	BREAD FINANCIAL HOLDINGS, INC.	7389	US	OH	COLUMBUS	43219	3095 LOYALTY CIRCLE		6147294000	US	OH	COLUMBUS	43219	3095 LOYALTY CIRCLE		US	DE	311429215	ALLIANCE DATA SYSTEMS CORP	19991217	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:04:00.0	0	0	form_8-k_htm.xml	1	
0001101215-23-000009	1101215	BREAD FINANCIAL HOLDINGS, INC.	7389	US	OH	COLUMBUS	43219	3095 LOYALTY CIRCLE		6147294000	US	OH	COLUMBUS	43219	3095 LOYALTY CIRCLE		US	DE	311429215	ALLIANCE DATA SYSTEMS CORP	19991217	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:07:00.0	0	0	form_8-k_htm.xml	1	
0001104659-23-006675	57725	LANNETT CO INC	2834	US	PA	PHILADELPHIA	19136	9000 STATE RD		2153339000	US	PA	PHLADELPHIA	19136	9000 STATE ROAD	9000 STATE ROAD	US	DE	230787699	NETHERLANDS SECURITIES INC	19660629	4-NON	0	0630	8-K	20230131			20230126	2023-01-26 06:03:00.0	0	0	tm234422d1_8k_htm.xml	1	
0001104659-23-006685	1592386	VIRTU FINANCIAL, INC.	6211	US	NY	NEW YORK	10019	1633 BROADWAY		212-418-0100	US	NY	NEW YORK	10019	1633 BROADWAY		US	DE	320420206			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:06:00.0	0	0	tm234365d1_8k_htm.xml	1	
0001104659-23-006717	1910139	MOBILEYE GLOBAL INC.	7372	IL		JERUSALEM	97775	HAR HOTZVIM, 13 HARTOM STREET	P.O. BOX 45157	972 2 541 7333	IL		JERUSALEM	97775	HAR HOTZVIM, 13 HARTOM STREET	P.O. BOX 45157	US	DE	000000000	MOBILEYE HOLDINGS INC.	20220224	4-NON	0	1231	8-K	20230131			20230126	2023-01-26 06:43:00.0	0	0	tm234188d1_8k_htm.xml	1	
0001104659-23-006731	1781983	APREA THERAPEUTICS, INC.	2834	US	MA	BOSTON	02116	535 BOYLSTON STREET		6095104718	US	MA	BOSTON	02116	535 BOYLSTON STREET		US	DE	000000000			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 08:00:00.0	0	0	tm234468d1_8k_htm.xml	1	
0001104659-23-006736	930236	REDWOOD TRUST INC	6798	US	CA	MILL VALLEY	94941	ONE BELVEDERE PLACE	SUITE 300	(415) 380-2317	US	CA	MILL VALLEY	94941	ONE BELVEDERE PLACE	SUITE 300	US	MD	680329422			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:15:00.0	0	0	tm234336d1_8k_htm.xml	1	
0001104659-23-006770	1022671	STEEL DYNAMICS INC	3312	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		260 459 3553	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		US	IN	351929476			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:22:00.0	0	0	tm234445d1_8k_htm.xml	1	
0001104659-23-006778	1846235	INTERNATIONAL MEDIA ACQUISITION CORP.	7812	US	NJ	NORTH BRUNSWICK	08902	1604 HWY 130		2129603677	US	NJ	NORTH BRUNSWICK	08902	1604 HWY 130		US	DE	000000000			4-NON	0	0331	8-K	20230131			20230126	2023-01-26 09:32:00.0	0	0	tm234495d1_8k_htm.xml	1	
0001104659-23-006779	1022671	STEEL DYNAMICS INC	3312	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		260 459 3553	US	IN	FORT WAYNE	46804	7575 W JEFFERSON BLVD		US	IN	351929476			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:32:00.0	0	0	tm234445d2_8k_htm.xml	1	
0001104659-23-006940	874710	ALLIED HEALTHCARE PRODUCTS INC	3842	US	MO	ST LOUIS	63110	1720 SUBLETTE AVE		3147712400	US	MO	ST LOUIS	63110	1720 SUBLETTE AVENUE		US	DE	231370721			4-NON	0	0630	8-K	20230131			20230126	2023-01-26 13:01:00.0	0	0	tm234514d1_8k_htm.xml	1	
0001104659-23-006943	1108134	BERKSHIRE HILLS BANCORP INC	6036	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	617-641-9206	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	US	DE	043510455			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 13:08:00.0	0	0	tm234453d1_8k_htm.xml	1	
0001104659-23-006954	1860871	SEMPER PARATUS ACQUISITION CORP	6770	US	NY	NEW YORK	10017	767 THIRD AVENUE, 38TH FLOOR		646-807-8832	US	NY	NEW YORK	10017	767 THIRD AVENUE, 38TH FLOOR		KY		981597194			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 13:52:00.0	0	0	tm2212817d1_8k_htm.xml	1	
0001104659-23-007004	1447051	TERRITORIAL BANCORP INC.	6035	US	HI	HONOLULU	96813	1003 BISHOP STREET	PAUAHI TOWER SUITE 500	808-946-1400	US	HI	HONOLULU	96806	P.O. BOX 1481				264674701			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:01:00.0	0	0	tm234343d1_8k_htm.xml	1	
